id,original,edit,meanGrade,pred
9418,Here Are Some Of The <Ads/> Russia Paid To Promote On Facebook,undertakers,0.4,0.600999
6501,"Spicer on Syria : If you <gas/> a baby or barrel bomb , expect a response",spank,0.4,1.588503
4049, <Couple/> ' live streamed sexual abuse of a five-year-old girl to a paedophile ' in California,creep,0.4,0.841271
12231,Pakistan Calls On <Army/> to Help Restore Order After Violent Clashes in Islamabad - The New York Times,restaurant,0.4,0.683854
8584,Here are the country 's most and least popular <senators/> ,restaurants,0.4,0.74454
6633,House <intelligence/> committee releases Glenn Simpson Trump-dossier testimony,skywriting,0.4,0.459125
638,Tillerson ’s ‘ FOIA <surge/> ’ extended in another blow to morale,timeout,0.4,0.610796
10815,"Eyeing an election , Austria 's far-right <Freedom Party/> commits to EU",Mallard,0.4,0.643673
545,Japan secures extra cost cuts on U.S. F-35 fighter <jet/> package - sources,truck,0.4,0.566604
10394,Why Trump may be about to decapitate <North Korea/> : James Robbins,Beaver,0.4,0.799602
1436,"Florida House Passes <Gun Control/> Package , Measure Awaits Governor 's Signature",Prune,0.4,0.772958
2175,Sen. Marco Rubio thinks the GOP tax plan helps <corporations/> too much,poor,0.4,0.749404
5739,Trump touts ' unprecedented economic <success/> ' in Women 's March tweet,disaster,0.4,0.527675
2109,Here are the country 's most and least popular <senators/> ,pies,0.4,0.823514
9607,China commits to Paris <climate/> deal as Trump decision looms,escargots,0.4,0.723948
14915,Millions of <Americans/> ca n't feel the stock market boom,cats,0.4,0.814015
13681, <Congress/> Achieves the Impossible on Tax Reform,Mission,0.4,0.505347
3764,Grenfell Tower final death toll : police say 71 <people/> died in fire,Dreams,0.4,0.495375
15025,Former Sheriff Joe Arpaio says he 's running for Senate in Arizona to support Trump 's <agenda/> ,Racism,0.4,0.849481
2461,Sen. Graham <introduces/> anti-abortion bill in Senate,waves,0.4,0.682612
12115,Prosecutors slam Trump <lawyer/> Cohen 's ' unprecedented ' request to get first access to docs seized in FBI raids,butler,0.4,0.816778
9447,North Korea ' attacks US <aircraft/> carrier and bomber ' in inflammatory propaganda,Postal,0.4,0.654826
8182,Trump Says He <Passed/> On Being ' Person Of The Year . ' ' Time ' Says He 's ' Incorrect ',jumped,0.4,0.634075
8984,Trump on ‘ <Women/> ’s March ’ : ‘ Why Did n’t These People Vote ? ’,Voter,0.4,0.519796
6028,"Trump again <undercuts/> his secretary of State , dashing potential progress on North Korea",educates,0.4,0.713649
2232,Fukushima ’s radioactive <water/> may have been leaking for months,aquarium,0.4,0.827702
14004,10 things you did n't know about Britain 's <canals/> | Discover Canal &amp; River Trust,dumplings,0.4,0.919405
14157,"Report : CBS , PBS <Knew/> About Charlie Rose ’s Alleged Sexual Misconduct for Years",Supported,0.4,0.475417
10774,Archaeologists Unearth Pendant That May Be Linked To Anne <Frank/> ,Pretzel,0.4,0.816898
5934,China commits to Paris <climate/> deal as Trump decision looms,drug,0.4,0.810441
2700,10 things you did n't know about Britain 's <canals/> | Discover Canal &amp; River Trust,gophers,0.4,0.760197
10254,House Intel <Republicans/> Have Cleared Trump . So Are The Russia Investigations Over ?,Defectives,0.4,0.748361
7245,Carville : ‘ No One ’ Is in Charge of the <Democratic Party/> ,abyss,0.4,0.637204
1961,"Human Bones Discovered in Irish Cave Reveal <Ritual/> Site Dating Back to More Than 5,000-Years Ago",Dance,0.4,0.689044
4398,Jeff Sessions wants to bring back a 35-year-old anti-drug <motto/> ,puppy,0.4,1.139283
5414,Former Sheriff Joe Arpaio says he 's running for <Senate/> in Arizona to support Trump 's agenda,muttonhead,0.4,1.35624
74,Radio host scolded for criticizing <President Trump/> resigns,music,0.4,0.706686
4621,President Trump Wants a <Wall/> ? Mexico Is It,pardon,0.4,0.965265
5793,US militia men guilty of mosque <bombing/> plot,boutique,0.4,0.605456
10834,Turkey 's electoral board will evaluate <complaints/> on referendum on Wednesday : NTV,hustling,0.4,0.728604
14984, <Park/> bench where ex-Russian spy and daughter found poisoned is removed,haunted,0.4,0.398553
7338,"When it comes to <guns/> , the Parkland shooting survivors are n't here to play nice",roshambo,0.4,1.28663
2845,Trump warns <North Korea/> to ' behave ',children,0.4,1.008634
1750,NYC launches <investigation/> into Kushner biz,missiles,0.4,0.502743
11995,US <health/> secretary Tom Price quits,soup,0.4,1.028194
7785,"Obama <Criticizes/> Trumps Immigration Ban , Is ' Heartened ' By Protests",helps,0.4,0.475924
6746,"Mexican President ‘ Rejects ’ Trump Orders , Vows to Protect <Immigrants/> Inside U.S.",marriage,0.4,0.779644
12114,Trump is <facing/> new questions about political interference in the Russia investigations,dreaming,0.4,0.595626
9233,Trump <faces/> heat from Congress as China talks continue,mocks,0.4,0.648754
11395,Orange County Rep. Dana Rohrabacher was lobbied by the former Soviet military <intelligence/> officer at the Trump meeting,recycling,0.4,0.68974
4225,Reactions around the <world/> to Paradise Papers,cooler,0.4,0.461258
7826,The GOP must choose between faith and <evidence/> in tax-cut vote,falsehood,0.4,0.835344
1055,Steve Bannon ’s disappearing <act/> ,ink,0.4,0.764012
4934,GOP Health Care Bill Would <Cut/> About $ 765 Billion In Taxes Over 10 Years,add,0.4,0.601325
12789,Hundreds of thousands of <workers/> could lose their jobs if Senate health bill passes,children,0.4,0.937577
8253,"Facebook flooded with ' sextortion ' and revenge porn , files <reveal/> ",promise,0.4,0.741589
1625,A call to arms for tech companies : Get extremists off your <platforms/> ,elbows,0.2,1.004313
2145, <White/> House denies ' egregious ' budget accounting error,Tennis,0.2,0.464488
1744,Nolte : ‘ National Review ’ Column Calls for <Surrender/> on Transgenderism,Transition,0.2,0.586828
5442,The Fake <Journalists/> Who Help Sean Spicer Spin the News,Celebrities,0.2,0.851178
8864,Steve Bannon ’s own words show sharp break on <security/> issues,racial,0.2,0.589274
9017,' The Wire ' <star/> : Opioids treated differently from crack because they affect white people,bird,0.2,0.438897
2369,Leigh Corfman on her <encounter/> with Roy Moore at age 14,lounge,0.2,0.80277
89,"The <women/> who accused Donald Trump of sexual misconduct should be heard out , U.N. Ambassador Nikki Haley says",men,0.2,0.907334
12921,Belgian authorities admit two-year-old girl was shot after <police/> chase,pacifier,0.2,1.123361
14177,Credit Suisse <Bans/> Trading in Some Venezuela Debt as political and economic crisis intensifies,enjoys,0.2,0.416034
7476,Melania and Donald Trump break tradition following affair <allegations/> ,Revelation,0.2,0.74896
5499,"U.S. judge loosens "" <travel/> ban "" restrictions to exempt grandparents , other family",toast,0.2,1.229881
11489," <Trump/> ’s VA nominee recklessly prescribed opioids , new report claims",Pumpkin,0.2,0.686848
5923,Israel strikes Iran-supplied <arms/> depot near Damascus airport,naan,0.2,0.83305
10824,The Queen 's <corgis/> are dead : long live the ' dorgis ',parrots,0.2,1.183368
3869,Bob Woodward defends journalistic objectivity in the <era/> of Trump,Year,0.2,0.556959
669,U.A.E. Denies Yemen Rebels Fired <Missile/> at Abu Dhabi Nuclear Plant,Manager,0.2,0.648544
13890,"Five months , eight prominent <Russians/> dead",pansies,0.2,0.503711
15069,US teacher <dies/> after opting out of ' costly ' flu medicine,yodels,0.2,0.626073
9419,"Florida House Passes <Gun Control/> Package , Measure Awaits Governor 's Signature",breakfast,0.2,1.081306
4197,Plastic Surgeon Performs Free <Surgery/> on Man Attacked for Wearing MAGA Hat,Consultation,0.2,0.772231
7898,The GOP Health Care <Effort/> is Unraveling,Destruction,0.2,0.547973
2944,"In Minneapolis , Unusual Police <Killing/> Raises an Old Outcry : Why ?",hiccups,0.2,0.948689
12741,Australia Considers Emergency <Visas/> for White South African Farmers,room,0.2,0.871436
2727,Vietnam absentee Donald Trump 's military <look/> raises eyebrows | US news,uniform,0.2,0.811322
1002,Amazon removes Indian flag doormat after minister threatens <visa/> ban,vindaloo,0.2,1.142273
2539,Border Wall Would Cut Across Land Sacred To Native <Tribe/> ,aliens,0.2,0.713856
13732,CBO : New Health Care Bill Would Leave <Millions/> More Uninsured and Save Less,dozens,0.2,0.625624
11172,The Smoking Gun That Took Down Nixon : One From the <History/> Books,story,0.2,0.416774
5325,NAACP warns African Americans against travel on <American Airlines/> ,horses,0.2,0.732991
13597,Bitcoin is <plummeting/> as rumors of a Binance hack swirl,destroyed,0.2,0.503387
7991,Floods paralyse Mumbai as India and region are hit by heaviest rains in <years/> ,minutes,0.2,0.508792
8508,Pruitt got 24-7 armed <security/> on first day at EPA,chairs,0.2,0.839163
5694,National Geographic <cancels/> latest adaptation of Bill O’Reilly ’s ‘ Killing ’ series,kills,0.2,0.42435
2950,A call to <arms/> for tech companies : Get extremists off your platforms,elbows,0.2,0.73869
12342,What Vulgar Remarks ? Trump and Nigeria 's Leader Studiously <Avoid/> a Clash,plan,0.2,0.868086
252,Amilcar Henriquez was shot and killed in Panama 's <Colon/> province,Intestinal,0.2,0.81942
397,Brexit and Scotland : ‘ Indyref2 ’ Appears Likely as UK <Divorce/> From EU Looms,marriage,0.2,0.699682
1159,Officials : US to <ask/> Cuba to cut embassy staff by 60 percent,beg,0.2,0.555605
12071,Kennedy stays quiet on whether he 'll <retire/> at end of Supreme Court term,fight,0.2,0.905284
6349,Israel Forces <Evacuating/> Nine Settler Homes in West Bank,Renovating,0.2,0.421781
2973,Who is Rachel Crooks ? Trump sexual assault accuser enters Ohio race in district president <carried/> ,corrupted,0.2,0.656624
1700,Sara Huckabee Sanders <Tweets/> ‘ Quantum Entanglement ’ Mike Pence Photo,foggy,0.2,0.828706
9774,Overdoses now leading cause of death of <Americans/> under 50,aliens,0.2,0.708865
4168,Inter-Shi ' ite tension <mounts/> in Baghdad after clashes - six killed,intensifies,0.2,0.410874
13289,Sam <Shepard/> : US actor and playwright dies aged 73 - WorldNews,Armadillo,0.2,0.421079
7488,"' Matilda ' film on last czar 's affair , sparks <controversy/> in Russia",excitement,0.2,0.617891
9587,China accidentally <reports/> two major quakes that never happened,enjoys,0.2,0.661723
4009,"Deputy fatally shoots 16-year-old <boy/> in Ohio courtroom , authorities say",dog,0.2,0.942543
6453, <Iraq/> Wants $ 88 Billion for Rebuilding . Allies Offer a Fraction of That .,Family,0.2,0.554687
11367,Environmental group sues Donald Trump over repeal of <wildlife/> protection rule,oil,0.2,0.667331
14501,APNewsBreak : American Samoans sue for birthright <citizenship/> ,pineapple,0.2,0.844449
7751,"Who is Gina Haspel , Trump 's new CIA <head/> ? ' Spymaster ' with a torture past",fodder,0.2,0.608925
5725,Ex-U.S. attorney Patrick Fitzgerald on Comey 's legal <team/> ,eagle,0.2,0.644665
8847,Alabama agonizes over Trump attacks on <Sessions/> ,tides,0.2,0.637956
12956,"Trump again undercuts his secretary of State , <dashing/> potential progress on North Korea",shaving,0.2,0.910067
6256,Wall Street is starting to realize these tariffs are just the start of a bigger <trade/> conflict,picnic,0.2,0.899442
9222,Employer <insurance/> plans threatened by GOP health-care bill,vacation,0.2,0.763787
14787,Jared Kushner Tried To Get Billionaire Executive White House Job Before Receiving Massive <Loan/> For Family Business : Report,ego,0.2,0.918974
13184,As many as 100 <people/> feared dead in Chinese earthquake | World news,trains,0.2,0.464093
5748,Gunshots Fired Outside Houses of <Parliament/> in London,Deer,0.2,0.549873
6044,' Poisoned ' Russian dissident : Trump echoed ' one of the Kremlin 's oldest <propaganda/> tools ',bike,0.2,0.663528
7006,"Bannon <directed/> Cambridge Analytica to research discouraging voter turnout , whistleblower says",produced,0.2,0.493466
1998,The end of cheap gas : OPEC production cuts will make <filling/> your car more costly,fouling,0.2,0.830723
9635,Koreas to carry single Olympic <flag/> ,medal,0.2,0.706177
2444,Maddow warns of ' perception ' Trump ordered strikes to distract from <scandals/> ,spares,0.2,0.666915
8732,Democrats on House panel urge Equifax to <extend/> protections,cancel,0.2,0.53165
14760,"The Latest : Trump <acts/> to advance Keystone , Dakota pipelines",attempts,0.2,0.511546
11811, <European Union/> ready to retaliate against Trump 's proposed trade tariffs,Toad,0.2,1.128332
467,Trump Lawyers Say Taxes Show Few Russia Ties Over <10 Years/> ,week,0.2,0.604014
11312,Trump chooses legislative agenda over GOP repulsion of <Moore/> ,abbreviation,0.2,0.791122
7813,Lauren Appell : <Backlash/> over Sarah Sanders attacks by ‘ comedian ’ proves being a mean girl just is n't funny,Praise,0.2,0.429038
4711,Russians talk humiliating defeat by US <forces/> in reportedly leaked audio,pebbles,0.2,0.798176
5202,"Before passing the AHCA , the <House/> voted to make it apply to themselves too",cats,0.2,1.029963
13736,Trump ’s remarks that Middle Eastern states ‘ would n’t last a week ’ without U.S. cause <anger/> in the region,laughter,0.2,0.910465
10096,Nobel peace prize : US lawmakers <nominate/> Hong Kong protesters,shoot,0.2,0.603624
7107,US wo n’t restore Yellowstone grizzly bear <protections/> ,schools,0.2,0.498062
11228, <Trump/> is a dangerous ' Asteroid of Awfulness that has fallen on this world ' : British Politician,Humor,0.2,0.709488
643,Israel strikes Iran-supplied <arms/> depot near Damascus airport,legs,0.2,0.698452
13477,Brazil <Court/> Unanimously Upholds Lula Conviction,Garden,0.2,0.456459
14889,Houston Proves Everything the MSM Says About Our ‘ Divided ’ Country Is a <Lie/> ,Joy,0.2,0.724158
5846,"APNewsBreak : <Border/> arrests plunge , deportation arrests soar",Criminal,0.2,0.63984
4678,"5 dead , 9 injured in shooting at Fort Lauderdale <Airport/> ",labyrinth,0.2,0.375045
6053," <North Korea/> fires four ballistic missiles , PM Abe says",morning,0.2,0.568361
14525,Trump campaign inner circle <called/> before Senate committees,mocked,0.2,0.829382
8975,Mnuchin 's $ 800K Travel Bill Approved ; <Watchdog/> Seeks More Rigor,Hamburger,0.2,1.026006
12817,Verizon <joins/> the unlimited party with $ 80 data plan,frightens,0.2,0.788786
11517,Trump raises Cyber Command <status/> : statement,popcorn,0.2,0.911542
8352,Trump is likely to <announce/> Jerome Powell as the next Fed chair on Thursday,seat,0.2,0.610806
8372,Billionaire Pritzker to Face Incumbent Rauner in Illinois <Race/> ,fight,0.2,0.597424
3039,Hillary Clinton : I 'm to blame for <election/> loss but interference cost me dear,dog,0.2,0.807756
9577,Trump 's <rhetoric/> will never unify Americans — because Trump does n't want to unify Americans,dentures,0.2,1.288833
9305,"McConnell , McCain praise Flake after blistering anti-Trump retirement <speech/> ",bonfire,0.2,0.742209
624,4 arrested in Sydney raids to <stop/> terrorist attack,chop,0.2,0.712447
9862,Trump turmoil : Stocks are on <track/> for the second negative week in the past three,diet,0.2,0.817884
10538,Who Takes Part In Protests ? <Study/> Reveals Why Middle Classes More Likely To Rebel Than Poor,Flamingo,0.2,0.699491
10034,Report : Trump wants <Maine/> 's LePage to run for Senate,book,0.2,0.565634
3780,"Trump 's bumbling , brutal , bargain-basement <mob/> ",bee,0.2,0.827761
10931,Trump makes false claim that former <presidents/> did n't call families of slain troops,matadors,0.2,0.918407
928,Op-Ed Can math <stop/> partisan gerrymandering ?,lengthen,0.2,0.60906
3439,U.S. Calls Broadcom 's Bid for Qualcomm a National Security <Risk/> ,sensation,0.2,0.61805
13207, <Mark Zuckerberg/> 's net worth plunges $ 5.3 billion on Facebook data controversy,president,0.2,0.467079
1056,Trump Faces Most Consequential Day Of His <Presidency/> So Far,Hotel,0.2,0.678694
6218,Senators really could vote to repeal Obamacare in the next 11 <days/> ,seconds,0.2,0.940915
5378,Wall Street is starting to realize these tariffs are just the start of a bigger <trade/> conflict,traffic,0.2,0.807759
15040,Environmental group sues Donald Trump over repeal of wildlife protection <rule/> ,fence,0.2,0.570884
8323,Omarosa on ' Big Brother ' : U.S. wo n't be ' OK ' under <Trump/> ,politicians,0.2,0.654439
4511,Amazon removes Indian flag doormat after minister <threatens/> visa ban,accepts,0.2,0.633384
3091,Trump claims ' you 'll see it ' when asked for proof of alleged ' SPYGATE ' <scandal/> ,poster,0.2,0.705654
332,Republicans do n't really like the healthcare <bill/> they just passed,coverage,0.2,0.696591
7837,The Middle-Class <Squeeze/> Is n't Made Up,Existence,0.2,0.569245
8983,"Trump flouts <warnings/> , declares Jerusalem Israel ’s capital",lies,0.2,0.703949
13435,"Who is Gina Haspel , Trump 's new CIA head ? ' <Spymaster/> ' with a torture past",Schoolmarm,0.2,0.927178
14327,"CIA Director Mike Pompeo on Russian meddling , expanding <operations/> with "" more risk """,trophies,0.2,0.699927
10083,Somalia asks Saudi coalition to <investigate/> refugee boat attack,force,0.2,0.375499
13838,Public Service Loan Forgiveness in <question/> ,progress,0.2,0.403749
13249,"Brexit will not jeopardise <peace/> in Ireland , EU 's chief negotiator says",bartender,0.2,0.861411
11077,"As Scrutiny Of Social Networks Grows , <Influence/> Attacks Continue In Real Time",actuality,0.2,0.528239
12316,Sam <Shepard/> : US actor and playwright dies aged 73 - WorldNews,Toucan,0.2,0.770191
6482,"Indonesian : More than 120,000 <flee/> Bali volcano",embrace,0.2,0.432702
4683,Trump is a dangerous ' Asteroid of Awfulness that has fallen on this <world/> ' : British Politician,trampoline,0.2,0.840598
8973,Flynn : O’Reilly Allegations Highlight Hot-Women-Only <Cable News/> Culture,Food,0.2,0.922924
2382,Trumping Trump ? New York Governor Andrew Cuomo courts ‘ middle-class <anger/> ’,privilege,0.2,0.661636
7575, <Environmentalists/> triumph as Senate upholds drilling rule,drillers,0.2,0.626179
2130,Houston Proves Everything the MSM Says About Our ‘ Divided ’ <Country/> Is a Lie,highway,0.2,0.587564
13452,Trump <slashing/> Obamacare advertising by 90 %,increasing,0.2,0.564263
7521,Trump to meet with tech CEOs on <government/> overhaul,meat,0.2,1.083449
11038,US teacher <dies/> after opting out of ' costly ' flu medicine,retires,0.2,0.482596
2962,The Middle-Class <Squeeze/> Is n't Made Up,Rhumba,0.2,0.969065
4594,Nobel <peace/> prize : US lawmakers nominate Hong Kong protesters,consolation,0.2,0.662296
3376,Feds In ' Heightened Posture ' Over <Hackers/> Who May Target Today 's Alabama Election,eaters,0.2,0.886089
12593,"S &amp; amp ; amp ;P downgrades <China/> 's rating , citing increasing economic , financial risks",movie,0.2,0.663013
629,Who is Rachel Crooks ? Trump sexual <assault/> accuser enters Ohio race in district president carried,attractiveness,0.2,1.125774
2885,Ban the term ' fake <news/> ',onions,0.2,0.952118
13614," <North Korea/> : Every path for regime change would be ' a catastrophe ' , says undercover reporter",President,0.2,0.677792
13183,House <Republicans/> Open Investigation Into White House Handling Of Porter Scandal,Beautiful,0.2,0.6263
4706,The Islamophobes at the heart of the <Trump/> White House,fun,0.2,0.740029
10938,Donald Trump ’s <Campaign/> Promises : Tracking His Progress and Fact Checking His Claims,Companion,0.2,0.664917
12882,Mauritius ’s First Female <President/> to Quit Over Spending Dispute,astronaut,0.2,0.579737
5908,"If Trump sabotages Obamacare , rural America will <suffer/> the most",die,0.2,0.527096
6118,Key moments from President Trump 's wide-ranging press <conference/> with Mitch McConnell,defense,0.2,0.64181
6951,Border Wall Would Cut Across <Land/> Sacred To Native Tribe,cactus,0.2,0.788874
3480,22 Attorneys General Sue to Block Net <Neutrality/> Repeal,goose,0.2,0.687249
5606,Fact check : Donald Trump ’s <tax/> plan and ‘ the rich ’,food,0.2,1.015463
4477,"Dow soars 600 points , hitting new high of the day after crazy <swings/> ",speech,0.2,0.793193
9102,FBI investigating <Whitefish/> Energy deal : report,Sushi,0.2,0.84367
7031,Anthem will drop out of Ohio 's Obamacare market ; 18 <counties/> could be left with no ACA plan,singers,0.2,0.669396
4659,Experts warn the FBI put itself in a ' <box/> ' with the Clinton emails it 's ' got to get back out of ',microwave,0.2,0.81697
7082,Dem leaders split on whether <Rep. Kihuen/> should go,kids,0.2,1.240345
13490, <Lawless/> waters test Southeast Asian nations in fight against Islamic State,Lethal,0.2,0.468758
14936,Chesapeake <lays/> off 13 % of its workforce,touches,0.2,0.526679
14442,Puerto Rico votes in referendum to <become/> US state,annex,0.2,0.537871
6166,Britain 's youngest Euromillions winner plans to sue lottery <bosses/> for ' ruining ' her life,tickets,0.2,0.611863
9974,"Trump only cares about ' specific <deficits/> in specific industries , ' says former IMF chief economist",books,0.2,0.783793
9116,"Trump : ‘ Media may be corrupt , but the <People/> truly get it ! ’",media,0.2,0.687441
1472,Bannon Plans to Back Challengers to Most GOP <Senators/> ,Banquets,0.2,0.860938
12514,Saudi <king/> reportedly plans to skip G-20 summit of economic leaders,bee,0.2,0.789775
11976,Trump turned a rumor into a full-blown government <conspiracy/> in just 5 days,hotel,0.2,0.81772
14399,White House staff to throw Spicer a <farewell/> party,housewarming,0.2,1.263387
2711,Why rightwingers are desperate for <Sweden/> to ‘ fail ’,restaurant,0.2,0.952282
1968,YouTube accused of ' violence ' against young children over kids ' <content/> ,breakfast,0.2,0.956489
12775,Brexit and Scotland : ‘ Indyref2 ’ Appears Likely as UK <Divorce/> From EU Looms,split,0.2,0.592376
6855,"Rwanda <killed/> 37 petty criminals , Human Rights Watch says - BBC News",stole,0.2,0.755991
3469,"Texas , Six Other States Sue Trump <Administration/> Seeking An End To DACA",model,0.2,0.558421
5634,"Transcript : Sen. Bernie Sanders on "" Face the <Nation/> , "" June 18 , 2017",Music,0.2,0.606741
7548,"If Trump sabotages Obamacare , rural <America/> will suffer the most",bedspread,0.2,0.835342
8052,Floods paralyse Mumbai as India and region are hit by heaviest rains in <years/> ,hours,0.2,0.482087
5753,"Trump Jr. , Manafort may be interviewed privately by <senators/> ",me,0.2,0.83098
5496,"The four most important <policy/> stories of the week , explained",cookings,0.2,0.920289
253,Giuliani offers new <explanation/> of Comey firing,flavor,0.2,0.516424
7198,Mnuchin 's $ 800K <Travel/> Bill Approved ; Watchdog Seeks More Rigor,restaurant,0.2,0.869302
1362,Schwarzenegger launches new effort to <counter/> Trump on climate,destroy,0.2,0.663815
6963,4 arrested in Sydney <raids/> to stop terrorist attack,boasting,0.2,0.567409
9066,"Tech Opposition to <Trump/> Propelled by Employees , Not Executives",abacuses,0.2,0.692852
4629,Ronny Jackson <withdraws/> as Trump 's nominee to head the VA,divorces,0.2,0.712843
8158,Putin says Kim Jong Un won this <round/> .,obesity,0.2,1.145741
6706,"White House <staff/> shakeup coming after recent leaks , says Kellyanne Conway",rose,0.2,0.589347
427,"Democrats hesitant on Trump <impeachment/> , even if there 's "" evidence """,sickness,0.2,1.09388
9557,How a retired <law/> professor could reshape U.S. democracy,Kinesiology,0.2,0.965039
5084,Need for Harvey recovery <money/> could complicate Congress ' hectic September,toolkit,0.2,0.688052
7192,Tillerson Set To Chair UN <Meeting/> on NK as U.S. Warships Head to Korean Peninsula,table,0.2,0.539674
1967,Praljak : Bosnian Croat war criminal dies after taking <poison/> in court,tea,0.2,1.163689
8525,Report : Russia Facebook ad <showed/> black woman firing rifle to provoke racial tension,fired,0.2,0.478201
6829,The Latest : McCabe lawyer says criminal <referral/> unjustified,mind,0.2,0.541161
12767,"Who is Gina Haspel , Trump 's new CIA <head/> ? ' Spymaster ' with a torture past",cow,0.2,0.69452
11125,Prosecutors slam Trump lawyer Cohen 's ' unprecedented ' request to get first access to docs seized in FBI <raids/> ,visits,0.2,0.645956
4321, <Burning/> Iranian oil tanker finally sinks after January 6 accident - All crew on burning Iranian oil tanker believed dead,fried,0.2,0.377067
738,WHO calls for <elimination/> of trans fat by 2023,taxation,0.2,0.752647
7046,Citizens ' Petition Calls For A New <French President/> : Barak Obama,lumberjack,0.2,0.783111
13264,Trump Re-tweets Alt-Right Man Who Took ' <Rape/> Melania ' Sign to Rally,Impeach,0.2,1.10101
14369,Donald Trump denounces James Comey as ' untruthful slime <ball/> ',diamond,0.2,0.926129
13765,Trump makes false claim that former <presidents/> did n't call families of slain troops,criminals,0.2,0.614103
4864,Is Trump 's <Tweet/> Transgender Ban Legal ? Maybe Not,Own,0.2,0.97377
3993,China conducts live fire <combat/> drills in East China Sea : Xinhua,lighting,0.2,0.642241
13418,Afghan girls <robotics/> team allowed in by Trump arrives in U.S.,gymnastics,0.2,1.008504
8327,Fired Trump aide Michael Flynn ' has a story to <tell/> ' - BBC News,write,0.2,0.694057
8936,Why Do Leftists Panic Over Uncle Bob ’s Thanksgiving Trump Talk ? They ’re Provincial <Cowards/> .,Heroes,0.2,0.793163
4675,Trumponomics are as big a <bust/> as Trumpcare,clothesline,0.2,0.85487
13480,"Democrats throw <millions/> , Hollywood punch into Georgia House race",children,0.2,1.091661
3,"D.C. , Maryland announce they 're suing Trump over foreign <payments/> to his business",electricity,0.2,0.590392
12858,EPA makes ' climate change ' vanish from four-year <plan/> ,love,0.2,0.827881
12136,L.A. wants to know if city contractors are helping build <Mexico/> border wall,Midwest,0.2,0.663345
5191,Oil Halts <Slide/> Near $ 47 as U.S. Stockpiles Seen Extending Drop,Slip,0.2,0.479306
4106,A new <law/> intended to curb sex trafficking threatens the future of the internet as we know it,hat,0.2,0.842944
4868,Trump cites tale of Gen. Pershing 's pigs ' blood bullets that <historians/> dismiss,couches,0.2,0.736003
14900,Fix Is In : House <Committee/> on ‘ Russian Hacking ’ Includes Only DNC-Hired Tech Experts,builder,0.2,0.468967
9425,"Indonesian : More than 120,000 <flee/> Bali volcano",worship,0.2,0.425142
8153,Pelosi Strikes Back : ' I Think I 'm Worth the <Trouble/> ',watermelons,0.2,1.117285
10489,Credit Suisse Bans Trading in Some <Venezuela/> Debt as political and economic crisis intensifies,pajama,0.2,1.033749
9262,Trump speaks with Chinese leader on N. Korean ' <menace/> ',farms,0.2,0.729684
4826, <Wildlife/> conservationists sue over proposed border wall,cactus,0.2,0.56259
2295,EPA makes ' climate change ' vanish from four-year <plan/> ,embarrassment,0.2,0.580427
10144,AP Exclusive : More <inconsistencies/> in Flynn consulting work,pancakes,0.2,0.694254
13773,The ugly truth behind <Saudi Arabia/> 's love for Melania Trump,pillow,0.2,0.931543
1741,Massachusetts to plug gap if Congress blocks Planned Parenthood <funds/> ,boyfriends,0.2,0.880717
3325,More aggressive US strikes in Somalia said to risk <civilians/> ,cavities,0.2,0.718847
9263,“ Stop this bullshit ” : uncle of Pakistani girl killed in <Texas/> shooting pleads with America,photo,0.2,0.464261
10823,Trump ’s parade is political <genius/> ,suicide,0.2,0.594636
11836,"Noor Salman , <widow/> of Orlando massacre shooter Omar Mateen , arrested",impersonator,0.2,0.669928
1596,Brexit Ad Luring U.K. Companies to France Banned by <London/> Tube,Boob,0.2,1.246716
1925,"Have <Israel/> 's Religious Authorities "" Blacklisted "" 160 Rabbis ?",Trump,0.2,0.58973
7409,Town Hall <Protests/> Revive Art of Bird-Dogging Politicians,tourists,0.2,0.54322
285,Why Do Leftists <Panic/> Over Uncle Bob ’s Thanksgiving Trump Talk ? They ’re Provincial Cowards .,giggle,0.2,0.883056
6410,Oregon man dies ' peacefully ' after told <Trump/> 's been impeached,wife,0.2,0.84988
13424,Public Service Loan <Forgiveness/> in question,shark,0.2,0.595594
4650,U.S. Black Hawk helicopter <crashes/> off Yemen coast .,escapes,0.2,0.387415
3642,Texas special session whiffs on top conservative <priorities/> ,bakeries,0.2,0.823824
9560,Donald Trump ’s tweets have been turned into an early 2000s emo <song/> ,ballad,0.2,0.996958
4210,The Middle-Class <Squeeze/> Is n't Made Up,abduction,0.2,0.644734
694,"40 percent of voters believe Trump is fit to be <president/> , a new low",triathlete,0.2,1.424945
3990,Balance of <Power/> : McCain Returns for Obamacare Vote,pencil,0.2,0.438236
11633,"Al Franken , Roy Moore and the Democrats : Exploiting the <morality/> gap",cheesecake,0.2,1.138847
2094,Bare-chested Putin takes <dip/> in icy lake for Epiphany,notes,0.2,0.805073
10436,"Texas , Six Other States Sue Trump <Administration/> Seeking An End To DACA",goldfish,0.2,0.694871
8296,Wall Street is starting to realize these tariffs are just the start of a bigger trade <conflict/> ,deficit,0.2,0.641227
9503,Here 's what primary <care/> doctors really think about Obamacare,color,0.2,0.63903
4263,Vietnam <absentee/> Donald Trump 's military look raises eyebrows | US news,partner,0.2,0.428584
10979,Thousands of Israelis took to the streets of Tel Aviv to accuse Prime Minister Benjamin Netanyahu of <corruption/> ,cheating,0.2,0.958502
